ts_code,symbol,name,area,industry,market,list_date,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
600675.SH,600675,中华企业,上海,区域地产,主板,19930924,20250307,2.72,0.3131,1.1192,0.77,29.623,,1.1635,1.2471,3.0495,1.0294,1.0294,604613.5331,604613.5331,169128.0739,1644548.81,1644548.81
600676.SH,600676,交运股份,上海,汽车配件,主板,19930928,20250307,4.25,1.7219,3.2089,1.46,476.2237,,0.8215,0.8389,0.9935,0.0,,102849.2944,102849.2944,55189.9254,437109.5012,437109.5012
600681.SH,600681,百川能源,湖北,供气供热,主板,19931018,20250307,3.3,0.4103,1.0089,0.85,12.0102,16.086,1.3005,0.8471,0.8373,6.6667,6.6667,134085.481,133980.8772,54478.4637,442482.0873,442136.8948
600682.SH,600682,南京新百,江苏,生物制药,主板,19931018,20250307,6.35,1.0732,1.9682,0.84,20.0271,34.1186,0.492,1.3011,1.2787,0.47,0.47,134613.2221,116506.0275,63525.3202,854793.9603,739813.2746
600686.SH,600686,金龙汽车,福建,汽车整车,主板,19931108,20250307,14.61,8.2991,14.4476,2.4,139.5009,110.5213,3.3102,0.54,0.5314,0.2396,0.3765,71704.7417,71704.7417,41189.1996,1047606.2762,1047606.2762
600691.SH,600691,阳煤化工,山西,农药化肥,主板,19931119,20250307,2.03,0.6636,1.334,0.88,,,1.1301,0.3541,0.457,0.0,,237598.1952,237558.5952,118171.6306,482324.3363,482243.9483
600693.SH,600693,东百集团,福建,百货,主板,19931122,20250307,6.53,12.208,33.0377,0.74,162.0781,316.312,1.6315,3.0116,3.1468,1.3783,1.3783,86984.6246,86895.2782,32109.3183,568009.5986,567426.1666
600694.SH,600694,大商股份,辽宁,百货,主板,19931122,20250307,24.97,1.6786,2.7628,0.74,15.4752,13.3364,0.9046,1.0663,1.1257,3.6407,3.6407,31305.2571,31305.2571,19020.4513,781692.2698,781692.2698
600696.SH,600696,岩石股份,上海,白酒,主板,19931206,20250307,12.17,7.5889,22.9867,1.09,46.7494,,7.6828,2.4981,8.0403,0.0,,33446.9431,33446.9431,11042.1947,407049.2975,407049.2975
600698.SH,600698,湖南天雁,湖南,汽车配件,主板,19931206,20250307,6.58,11.5408,22.1683,1.7,2471.4871,,9.2194,14.4525,16.4885,0.0,,107122.0032,83034.5271,43227.7691,704862.7811,546367.1883
600702.SH,600702,舍得酒业,四川,白酒,主板,19960524,20250307,54.5,2.4546,3.5204,0.78,10.2496,15.8553,2.5618,2.5639,2.8838,3.92,3.92,33312.2441,33261.8879,23192.3111,1815517.3035,1812772.8906
600708.SH,600708,光明地产,上海,全国地产,主板,19960606,20250307,3.1,1.109,2.3137,0.81,204.1743,,0.6623,0.8029,1.1871,0.1613,0.1613,222863.6743,222527.7771,106661.6507,690877.3903,689836.109
600710.SH,600710,苏美达,江苏,商贸代理,主板,19960701,20250307,10.65,2.8724,7.4833,1.28,13.5158,12.2996,1.8623,0.1132,0.1187,3.0986,3.0986,130674.9434,130674.9434,50158.035,1391688.1472,1391688.1472
600712.SH,600712,南宁百货,广西,百货,主板,19960626,20250307,5.67,1.6532,2.3254,0.7,425.8158,98.9079,3.703,4.5377,5.1846,0.0,,54465.536,53864.8371,38293.6826,308819.5891,305413.6264
600713.SH,600713,南京医药,江苏,医药商业,主板,19960701,20250307,4.82,0.4936,1.1084,0.79,10.9219,10.892,0.9402,0.1178,0.1169,3.3195,3.3195,130932.604,130291.0624,58014.5907,631095.1513,628002.9208
600714.SH,600714,金瑞矿业,青海,化工原料,主板,19960606,20250307,12.87,12.6133,25.1171,1.59,483.5935,170.9798,5.0668,13.5019,10.8744,0.777,0.777,28817.6273,28817.6273,14471.6519,370882.8634,370882.8634
600716.SH,600716,凤凰股份,江苏,区域地产,主板,19960702,20250307,3.27,1.2134,2.5343,1.06,398.998,,0.5752,4.734,6.0874,0.0,,93606.059,93606.059,44817.7047,306091.8129,306091.8129
600717.SH,600717,天津港,天津,港口,主板,19960614,20250307,4.59,0.4999,1.1685,0.91,13.5318,14.0014,0.688,1.1349,1.0699,2.2222,2.2222,289400.1038,289400.1038,123802.7519,1328346.4764,1328346.4764
600718.SH,600718,东软集团,辽宁,软件服务,主板,19960618,20250307,12.34,10.3261,13.3542,3.16,200.9632,162.3099,1.5495,1.4088,1.3296,1.0375,1.0375,120370.3468,120370.3468,93076.0363,1485370.0795,1485370.0795
600722.SH,600722,金牛化工,河北,化工原料,主板,19960626,20250307,5.51,2.7997,6.369,1.21,111.6467,86.4632,3.1658,7.3308,7.3449,0.0,,68031.9676,68031.9676,29905.6699,374856.1415,374856.1415
600724.SH,600724,宁波富达,浙江,综合类,主板,19960716,20250307,5.45,4.4137,19.1634,3.24,34.2233,34.4293,2.7777,2.4868,4.1829,2.7523,2.7523,144524.1071,144494.2664,33279.4209,787656.3837,787493.7519
600725.SH,600725,云维股份,云南,商贸代理,主板,19960702,20250307,3.11,2.3636,3.3734,0.87,744.5084,,10.9159,4.2661,3.989,0.0,,123247.0,123247.0,86351.7514,383298.17,383298.17
600727.SH,600727,鲁北化工,山东,化工原料,主板,19960702,20250307,7.62,4.7087,7.1606,1.23,39.7077,13.4585,1.2793,0.8065,0.7542,1.3123,1.9685,52858.3135,52852.3135,34755.3948,402780.3489,402734.6289
600728.SH,600728,佳都科技,广东,软件服务,主板,19960716,20250307,6.42,3.5222,4.1813,1.27,34.8505,743.9889,1.84,2.209,1.8739,0.287,0.287,214280.4185,214280.4185,180505.0481,1375680.2868,1375680.2868
600730.SH,600730,中国高科,北京,文教休闲,主板,19960726,20250307,6.88,2.8707,3.5896,1.24,,214.8476,2.2559,32.7672,31.8537,0.0,,58665.6002,58665.6002,46917.3018,403619.3294,403619.3294
600731.SH,600731,湖南海利,湖南,农药化肥,主板,19960802,20250307,5.99,0.7521,0.9836,0.69,12.2248,14.5497,1.0814,1.4096,1.412,3.3389,3.3389,55874.2416,55798.2665,42667.5816,334686.7072,334231.6163
600734.SH,600734,实达集团,福建,软件服务,主板,19960808,20250307,4.97,13.6395,18.6927,0.88,291.0588,195.7285,25.2471,32.2707,56.6369,0.0,,217830.3106,216842.8122,158223.7932,1082616.6437,1077708.7766
600736.SH,600736,苏州高新,江苏,园区开发,主板,19960815,20250307,6.09,3.8666,6.8792,1.6,34.6975,42.1914,0.9387,0.8972,0.8388,0.4433,0.4433,115129.2907,115129.2907,64709.8013,701137.3804,701137.3804
600737.SH,600737,中粮糖业,新疆,食品,主板,19960731,20250307,9.4,0.7657,1.554,1.11,9.6971,11.2011,1.8996,0.6072,0.6292,8.8298,8.8298,213884.8228,213884.8228,105381.5155,2010517.3343,2010517.3343
600738.SH,600738,丽尚国潮,甘肃,百货,主板,19960802,20250307,5.15,4.4434,8.6855,1.18,47.4437,34.9699,1.994,4.4537,5.5861,0.7501,0.7501,76133.5236,76066.6196,38914.9434,392087.6465,391743.0909
600739.SH,600739,辽宁成大,辽宁,生物制药,主板,19960819,20250307,10.7,0.9315,1.6263,1.03,70.2235,47.2654,0.554,1.518,1.4493,0.9301,0.9301,152970.9816,152970.9816,87615.7482,1636789.5031,1636789.5031
600740.SH,600740,山西焦化,山西,焦炭加工,主板,19960808,20250307,3.72,0.545,1.266,1.14,7.4738,38.5327,0.6208,1.0893,1.2403,1.3441,1.3441,256212.1154,256212.1154,110300.67,953109.0693,953109.0693
600742.SH,600742,一汽富维,吉林,汽车配件,主板,19960826,20250307,9.47,1.0132,1.7674,1.0,13.5184,14.4079,0.8404,0.3389,0.3551,2.6399,3.6959,74305.788,74305.788,42596.707,703675.8124,703675.8124
600743.SH,600743,华远地产,北京,区域地产,主板,19960909,20250307,1.9,1.214,2.6523,1.09,,,,0.2788,0.3408,0.0,,234610.0874,234610.0874,107388.2435,445759.1661,445759.1661
600744.SH,600744,华银电力,湖南,火力发电,主板,19960905,20250307,3.06,0.7321,1.6444,0.69,,,5.0598,0.6253,0.756,0.0,,203112.4274,203112.4274,90426.5918,621524.0278,621524.0278
600746.SH,600746,江苏索普,江苏,化工原料,主板,19960918,20250307,7.33,0.3974,1.601,0.9,478.0711,22.8767,1.5892,1.5881,1.3313,0.0,,116784.2884,116608.2347,28942.9346,856028.834,854738.3604
600748.SH,600748,上实发展,上海,全国地产,主板,19960925,20250307,3.22,0.4787,1.1301,0.76,46.034,,0.6105,0.6027,0.9317,0.6522,0.6522,184456.2892,184456.2892,78138.9791,593949.2512,593949.2512
600750.SH,600750,江中药业,江西,中成药,主板,19960923,20250307,22.22,1.1868,2.0903,0.91,19.7331,17.8068,4.1073,3.1837,3.1512,5.4025,5.4025,62901.7624,62715.2478,35608.0992,1397677.1605,1393532.8061
600751.SH,600751,海航科技,天津,水运,主板,19960909,20250307,2.81,7.9959,15.7761,2.9,33.7039,124.6015,1.0938,12.5208,6.935,0.0,,289933.7783,257318.9052,130418.0367,814713.917,723066.1236
600755.SH,600755,厦门国贸,福建,仓储物流,主板,19961003,20250307,6.35,0.4375,0.7034,0.75,7.1877,18.08,0.6856,0.0294,0.0389,8.0076,10.5273,216746.3548,213215.8487,132609.1201,1376339.353,1353920.6392
600756.SH,600756,浪潮软件,山东,软件服务,主板,19960923,20250307,18.58,14.9873,18.5242,2.27,66.1814,476.1392,2.7125,2.3585,2.6975,0.1884,0.1884,32409.8753,32409.8753,26221.7753,602175.4831,602175.4831
600757.SH,600757,长江传媒,湖北,出版业,主板,19961003,20250307,8.2,1.1935,2.7319,1.13,9.7976,11.5157,1.0734,1.4724,1.4352,4.878,4.878,121365.0273,121349.7103,53012.2899,995193.2239,995067.6245
600758.SH,600758,辽宁能源,辽宁,煤炭开采,主板,19961029,20250307,3.63,0.8919,1.9495,1.04,200.9829,235.9073,0.888,0.8575,0.884,0.551,0.551,132201.7394,132074.3394,60422.7803,479892.314,479429.852
600759.SH,600759,洲际油气,海南,石油开采,主板,19961008,20250307,2.15,1.6681,2.0989,0.46,7.0238,6.5283,1.0811,3.2718,3.4283,0.0,,414900.928,414368.578,329319.2333,892036.9952,890892.4427
600761.SH,600761,安徽合力,安徽,工程机械,主板,19961009,20250307,21.63,3.3766,5.2053,0.79,15.0734,13.8318,1.8837,1.1028,1.0856,2.4579,2.4579,89069.2761,89069.2761,57777.8019,1926568.442,1926568.442
600763.SH,600763,通策医疗,浙江,医疗保健,主板,19961030,20250307,44.7,1.5064,2.2787,0.73,39.9497,41.054,4.8453,7.024,6.9068,0.6959,0.6959,44728.9117,44728.9117,29569.9918,1999382.353,1999382.353
600764.SH,600764,中国海防,北京,船舶,主板,19961104,20250307,27.27,1.3822,3.702,1.46,62.7995,57.8544,2.4027,5.3956,5.4993,0.7371,0.7371,71062.9386,71062.9386,26532.0591,1937886.3356,1937886.3356
600769.SH,600769,祥龙电业,湖北,水务,主板,19961101,20250307,10.3,2.4366,3.0488,1.16,317.6385,286.7804,37.9794,57.9945,52.3445,0.0,,37497.72,37497.72,29968.6023,386226.516,386226.516
600770.SH,600770,综艺股份,江苏,综合类,主板,19961120,20250307,4.63,2.927,5.2401,1.85,,758.4124,1.8151,18.7114,20.034,0.0,,130000.0,130000.0,72615.9262,601900.0,601900.0
600771.SH,600771,广誉远,山西,中成药,主板,19961105,20250307,17.2,1.1788,1.3895,0.84,93.4656,121.1542,5.3725,6.557,6.9749,0.0,,48949.1141,48949.1141,41525.7673,841924.7625,841924.7625
600773.SH,600773,西藏城投,西藏,区域地产,主板,19961108,20250307,10.19,0.7189,1.2217,0.57,156.4165,,2.0751,4.0482,8.1857,0.0981,0.0981,95158.6865,95158.6865,55996.916,969667.0154,969667.0154
600775.SH,600775,南京熊猫,江苏,通信设备,主板,19961118,20250307,10.49,3.464,5.3005,0.86,,,2.9917,3.2916,3.4306,0.0,,91383.8529,67183.8529,43905.6474,958616.6169,704758.6169
600776.SH,600776,东方通信,浙江,通信设备,主板,19961126,20250307,12.12,2.8425,6.6216,0.79,99.6212,107.3606,4.4039,5.1783,5.0987,0.5033,0.5033,125600.0064,95600.0064,41038.4512,1522272.0776,1158672.0776
600780.SH,600780,通宝能源,山西,火力发电,主板,19961205,20250307,5.41,0.7376,1.7915,1.22,9.1244,11.8191,0.8207,0.5697,0.5821,3.3272,3.3272,114650.2523,114650.2523,47208.4052,620257.8649,620257.8649
600782.SH,600782,新钢股份,江西,普钢,主板,19961225,20250307,4.62,2.9483,5.4774,1.11,29.1976,,0.5696,0.2043,0.363,3.2468,3.2468,314565.2149,314565.2149,169321.0652,1453291.2928,1453291.2928
600783.SH,600783,鲁信创投,山东,多元金融,主板,19961225,20250307,12.93,3.4218,11.2454,2.18,37.8657,17.9872,1.9776,119.8683,156.4565,0.8507,0.8507,74435.9294,74435.9294,22649.7417,962456.5671,962456.5671
600784.SH,600784,鲁银投资,山东,综合类,主板,19961225,20250307,6.4,3.2774,4.7956,2.87,16.4031,16.358,1.3891,1.2916,1.3677,0.9375,0.9375,67565.2277,67565.2277,46175.8168,432417.4573,432417.4573
600787.SH,600787,中储股份,天津,仓储物流,主板,19970121,20250307,5.94,1.1751,3.0159,0.87,16.4248,15.5628,0.9431,0.1921,0.2002,2.1606,2.1606,217495.258,217007.9582,84555.5238,1291921.8325,1289027.2717
600789.SH,600789,鲁抗医药,山东,化学制药,主板,19970226,20250307,9.31,4.7532,6.2389,0.96,33.9869,20.8811,2.1588,1.3612,1.3757,1.1799,1.1799,89866.9632,89866.9632,68466.4905,836661.4274,836661.4274
600790.SH,600790,轻纺城,浙江,商品城,主板,19970228,20250307,3.45,0.6207,0.9971,1.03,23.5842,26.0426,0.8056,5.916,5.4271,2.6852,2.6852,146579.0928,146579.0928,91242.828,505697.8702,505697.8702
600792.SH,600792,云煤能源,云南,焦炭加工,主板,19970123,20250307,3.24,1.2273,3.594,1.21,24.4614,,1.065,0.482,0.5064,2.1296,2.1296,110992.36,105986.8113,36194.3684,359615.2464,343397.2686
600793.SH,600793,宜宾纸业,四川,造纸,主板,19970220,20250307,17.38,2.7836,6.5996,0.99,,,6.8286,1.8404,2.0538,0.0,,17690.4002,17690.4002,7461.5382,307459.1555,307459.1555
600794.SH,600794,保税科技,江苏,仓储物流,主板,19970306,20250307,3.46,0.6798,1.2007,0.69,16.6276,17.7084,1.6577,2.7984,4.1374,3.577,3.577,121215.2157,121215.2157,68629.5487,419404.6463,419404.6463
600797.SH,600797,浙大网新,浙江,软件服务,主板,19970418,20250307,10.53,17.3716,18.7345,1.1,91.8881,171.3235,3.2997,3.0059,3.1389,0.3799,0.3799,102752.7102,102752.7102,95277.8302,1081986.0384,1081986.0384
600798.SH,600798,宁波海运,浙江,水运,主板,19970423,20250307,2.92,0.705,1.2777,1.05,31.5232,,0.8968,1.5542,1.5657,1.0274,1.0274,120653.4201,120653.4201,66578.8734,352307.9867,352307.9867
600800.SH,600800,渤海化学,天津,化工原料,主板,19931206,20250307,3.0,1.2628,2.5129,0.87,,,1.7908,1.0325,0.8024,0.0,,111004.5216,110973.0216,55768.1014,333013.5648,332919.0648
600805.SH,600805,悦达投资,江苏,综合类,主板,19940103,20250307,4.55,0.9189,1.3928,0.87,100.9692,,0.8798,1.238,1.177,0.0,,85089.4494,85027.5368,56101.0919,387156.9948,386875.2924
600810.SH,600810,神马股份,河南,化纤,主板,19940106,20250307,8.26,1.7312,4.6917,0.97,67.9615,105.2191,1.1638,0.649,0.6123,1.6852,1.6852,101510.1108,100527.5108,37092.9621,838473.5152,830357.2392
600811.SH,600811,东方集团,黑龙江,农业综合,主板,19940106,20250307,1.27,1.3391,1.8019,0.61,,,0.276,0.7642,3.7999,0.0,,365874.4935,365874.4935,271912.3715,464660.6067,464660.6067
600812.SH,600812,华北制药,河北,化学制药,主板,19940114,20250307,6.23,1.3745,3.0546,1.16,2185.7344,134.6546,1.9926,1.0562,1.1013,0.1605,0.1605,171573.037,171573.037,77203.1554,1068900.0205,1068900.0205
600814.SH,600814,杭州解百,浙江,百货,主板,19940114,20250307,8.39,2.5645,7.7495,0.64,23.6994,24.9912,1.7068,3.0422,3.4294,1.7044,1.7044,73510.5598,72949.2148,24140.5732,616753.5967,612043.9122
600815.SH,600815,厦工股份,福建,工程机械,主板,19940128,20250307,2.89,2.5512,5.5528,1.21,,,3.3688,6.2432,6.8447,0.0,,177409.448,177409.448,81509.2285,512713.3047,512713.3047
600817.SH,600817,宇通重工,河南,专用机械,主板,19940128,20250307,12.33,0.9151,3.1582,1.09,30.3078,29.5159,2.8388,2.277,1.9476,3.8449,3.8449,53684.939,52724.9346,15277.2432,661935.2979,650098.4436
600818.SH,600818,中路股份,上海,文教休闲,主板,19940128,20250307,11.15,8.3222,9.198,3.11,148.715,204.3798,5.8565,3.6824,3.4701,0.0,,32144.791,23795.791,21529.961,358414.4197,265323.0697
600819.SH,600819,耀皮玻璃,上海,玻璃,主板,19940128,20250307,5.32,0.7449,2.4138,0.92,,80.2266,1.4493,0.8901,0.8647,0.6767,0.6767,93491.6069,74741.6067,23065.3514,497375.3487,397625.3476
600820.SH,600820,隧道股份,上海,建筑工程,主板,19940128,20250307,6.13,0.7635,1.2291,1.14,6.5582,6.5465,0.6584,0.2598,0.2746,5.3834,5.3834,314409.6094,314409.6094,195306.7255,1927330.9056,1927330.9056
600821.SH,600821,金开新能,天津,新型电力,主板,19940128,20250307,6.01,2.0093,2.8513,1.07,14.9606,14.7968,1.3037,3.6071,3.3627,2.8682,2.8682,199726.3453,199726.3453,140747.6369,1200355.3353,1200355.3353
600822.SH,600822,上海物贸,上海,汽车服务,主板,19940204,20250307,9.48,1.4528,3.6525,0.84,33.5816,82.4316,3.9106,0.5977,0.7151,0.0,,49597.2914,39614.7908,15757.1946,470182.3225,375548.2168
600824.SH,600824,益民集团,上海,百货,主板,19940204,20250307,4.31,3.9254,6.5062,0.73,79.8639,268.2958,1.8833,4.4292,5.0412,0.3944,0.3944,105402.7073,105402.7073,63593.0544,454285.6685,454285.6685
600825.SH,600825,新华传媒,上海,出版业,主板,19940204,20250307,7.08,3.6341,7.4916,1.04,204.4511,417.953,2.9934,5.6686,5.593,0.1836,0.1836,104488.785,104488.785,50686.785,739780.5978,739780.5978
600826.SH,600826,兰生股份,上海,文教休闲,主板,19940204,20250307,8.09,1.1471,3.0892,1.06,21.6108,25.2916,1.5341,4.1847,4.2802,3.1643,3.1643,73553.3549,73553.3549,27311.2947,595046.6411,595046.6411
600827.SH,600827,百联股份,上海,超市连锁,主板,19940204,20250307,9.39,0.651,1.3837,0.61,41.9762,10.0035,0.8658,0.5489,0.5863,1.278,1.278,178416.8117,160444.992,75481.8588,1675333.8619,1506578.4749
600828.SH,600828,茂业商业,四川,百货,主板,19940224,20250307,3.38,0.6278,4.6456,0.78,115.353,315.6603,0.8226,1.8494,2.0507,0.7988,0.7988,173198.2546,173136.0181,23397.9684,585410.1005,585199.7412
600829.SH,600829,人民同泰,黑龙江,医药商业,主板,19940224,20250307,7.65,1.0885,4.3237,0.78,15.1839,17.2193,1.5436,0.427,0.4331,1.8824,1.8824,57988.8597,57988.8597,14599.4243,443614.7767,443614.7767
600830.SH,600830,香溢融通,浙江,多元金融,主板,19940224,20250307,9.53,3.607,5.264,0.95,195.0487,77.5556,1.9946,23.2969,15.2869,0.1574,0.1574,45432.2747,45432.2747,31131.0133,432969.5779,432969.5779
600834.SH,600834,申通地铁,上海,公共交通,主板,19940224,20250307,8.36,3.5494,8.5387,3.5,57.8091,67.4965,2.3626,9.9375,7.0433,0.8493,0.8493,47738.1905,47738.1905,19843.8106,399091.2726,399091.2726
600838.SH,600838,上海九百,上海,百货,主板,19940224,20250307,8.22,2.0867,2.8072,0.67,52.9812,73.5586,2.1421,38.0741,37.2545,0.5718,0.5718,40088.1981,40088.1981,29799.7665,329524.9884,329524.9884
600841.SH,600841,动力新科,上海,汽车配件,主板,19940311,20250307,6.66,7.8278,24.8988,0.96,,,2.1708,1.0648,1.2508,0.0,,138782.1784,104302.4484,32790.941,924289.3081,694654.3063
600846.SH,600846,同济科技,上海,建筑工程,主板,19940311,20250307,8.77,1.0279,1.6311,1.01,14.3714,13.5422,1.3757,0.9659,1.3474,2.2805,2.2805,62476.1516,62476.1516,39372.4688,547915.8495,547915.8495
600850.SH,600850,电科数字,上海,软件服务,主板,19940324,20250307,26.85,2.911,4.3905,0.89,37.0373,35.308,4.0106,1.8407,1.8095,1.6859,1.6859,68562.0517,61310.2737,40650.229,1840891.0881,1646180.8488
600853.SH,600853,龙建股份,黑龙江,建筑工程,主板,19940404,20250307,3.68,1.8615,3.3339,0.6,11.1678,9.0466,1.2372,0.2141,0.204,0.9518,0.9518,101403.1746,101144.1846,56475.1816,373163.6825,372210.5993
600855.SH,600855,航天长峰,北京,专用机械,主板,19940425,20250307,11.8,3.1625,5.2159,1.27,,,3.1487,4.0007,4.6846,0.0,,46854.2728,46763.9728,28353.9539,552880.419,551814.879
600859.SH,600859,王府井,北京,百货,主板,19940506,20250307,13.83,2.2409,3.3369,0.78,22.1289,32.1513,0.7907,1.2841,1.37,1.4405,1.4405,113504.9451,113494.6091,76216.9695,1569773.3907,1569630.4439
600860.SH,600860,京城股份,北京,专用机械,主板,19940506,20250307,14.76,8.0297,18.4424,1.41,,,7.6481,5.7514,5.3726,0.0,,54766.5988,43523.1436,18949.6384,808354.9983,642401.5995
600864.SH,600864,哈投股份,黑龙江,证券,主板,19940809,20250307,6.24,1.5243,2.8439,0.95,62.7444,29.7114,1.007,7.4887,7.1977,0.0,,208057.052,208057.052,111515.5528,1298276.0045,1298276.0045
600865.SH,600865,百大集团,浙江,百货,主板,19940809,20250307,8.95,2.2344,5.7108,0.53,248.1213,27.0911,1.4391,15.5216,16.2346,2.5698,2.5698,37624.0316,37624.0316,14720.7041,336735.0828,336735.0828
600867.SH,600867,通化东宝,吉林,生物制药,主板,19940824,20250307,7.52,0.4571,0.7688,0.68,12.6116,43.1523,2.3581,4.789,6.0569,3.3638,3.3638,195854.2829,195854.2829,116440.5496,1472824.2074,1472824.2074
600868.SH,600868,梅雁吉祥,广东,水力发电,主板,19940912,20250307,3.18,10.1157,10.8933,1.46,,,2.6699,19.2432,18.2678,0.0,,189814.8679,189814.8679,176264.8506,603611.2799,603611.2799
600869.SH,600869,远东股份,青海,电气设备,主板,19950206,20250307,4.89,1.9259,4.2772,0.59,33.9499,,2.4258,0.4436,0.429,1.4315,1.4315,221935.2746,221935.2746,99931.9003,1085263.4928,1085263.4928
600872.SH,600872,中炬高新,广东,食品,主板,19950124,20250307,20.66,1.6354,2.0436,1.34,9.5355,4.5637,3.309,3.1487,3.1529,1.8958,1.8958,78322.2372,77098.795,61697.2788,1618137.4206,1592861.1047
600874.SH,600874,创业环保,天津,环境保护,主板,19950630,20250307,5.74,0.772,1.845,1.09,10.4185,10.2255,0.9449,1.9323,1.8809,2.892,2.892,157041.8085,123041.8085,51485.2899,901419.9808,706259.9808
600877.SH,600877,电科芯片,重庆,半导体,主板,19951013,20250307,12.92,1.3885,2.2987,1.2,65.3624,80.4265,6.2367,10.0371,10.8995,0.0,,118405.9492,118405.9492,71523.1012,1529804.8637,1529804.8637
600880.SH,600880,博瑞传播,四川,广告包装,主板,19951115,20250307,5.02,4.5741,7.1028,1.37,152.1748,648.5114,1.8095,9.5313,12.1905,0.1992,0.1992,109333.2092,109303.0175,70389.7562,548852.7102,548701.1479
600881.SH,600881,亚泰集团,吉林,综合类,主板,19951115,20250307,1.78,2.0267,2.3662,0.97,,,1.2901,0.6251,0.8797,0.0,,324891.3588,324891.3588,278269.44,578306.6187,578306.6187
600882.SH,600882,妙可蓝多,上海,乳制品,主板,19951206,20250307,20.11,1.9995,4.1222,0.99,162.3183,89.853,2.351,2.5432,2.2542,0.0,,51205.3647,51205.3647,24838.0793,1029739.8841,1029739.8841
600884.SH,600884,杉杉股份,浙江,电气设备,主板,19960130,20250307,7.69,5.4086,5.7875,0.68,22.6418,,0.7879,0.9087,0.9821,2.5242,2.5242,225339.6168,175723.6492,164220.4548,1732861.6532,1351314.8623
600888.SH,600888,新疆众和,新疆,铝,主板,19960215,20250307,7.2,2.4096,4.1779,2.65,6.3459,7.7317,0.9388,1.5163,1.3801,1.6673,1.6673,137618.2796,137618.2796,79371.7997,990851.6131,990851.6131
600889.SH,600889,南京化纤,江苏,化纤,主板,19960308,20250307,17.98,4.4771,8.6758,0.87,,,9.2177,13.8953,11.3474,0.0,,36634.601,36634.601,18905.1337,658690.126,658690.126
600894.SH,600894,广日股份,广东,运输设备,主板,19960328,20250307,12.55,1.4006,3.224,0.85,14.398,13.5979,1.3697,1.4852,1.5746,10.1724,10.1724,87385.8595,85994.6895,37358.4966,1096692.5367,1079233.3532
600897.SH,600897,厦门空港,福建,机场,主板,19960531,20250307,14.31,0.5066,1.583,1.03,16.8563,13.0559,1.353,3.5192,3.1935,1.8169,1.8169,41693.4,41693.4,13343.4,596632.554,596632.554
600903.SH,600903,贵州燃气,贵州,供气供热,主板,20171107,20250307,6.46,0.6207,1.9827,0.96,95.1372,247.9701,2.4299,1.2183,1.144,0.5573,0.7895,115000.8288,115000.8288,36000.7069,742905.354,742905.354
600908.SH,600908,无锡银行,江苏,银行,主板,20160923,20250307,5.66,0.5397,0.6878,0.81,5.6451,5.4231,0.6016,2.7376,2.6594,3.5336,3.5336,219468.1695,199931.2665,156896.1932,1242189.8394,1131610.9684
600916.SH,600916,中国黄金,北京,服饰,主板,20210205,20250307,8.53,1.0771,2.2192,1.0,14.7208,14.6495,1.9427,0.2542,0.2325,5.2755,5.2755,168000.0,168000.0,81540.0,1433040.0,1433040.0
600917.SH,600917,重庆燃气,重庆,供气供热,主板,20140930,20250307,5.65,0.1867,0.4144,1.03,17.8094,18.1545,1.6149,0.87,0.8696,2.0,2.0,157134.0,156103.976,70306.0631,887807.1,881987.4644
600927.SH,600927,永安期货,浙江,多元金融,主板,20211223,20250307,12.82,0.1892,1.2342,0.84,25.6118,31.7043,1.4878,0.7833,0.7872,1.0218,1.0218,145555.5556,145555.5556,22312.2187,1866022.2228,1866022.2228
600928.SH,600928,西安银行,陕西,银行,主板,20190301,20250307,3.46,0.3132,0.7861,0.8,6.2454,6.1909,0.4712,2.1344,1.9989,1.6185,1.6185,444444.4445,442335.4066,176228.7517,1537777.778,1530480.5068
600929.SH,600929,雪天盐业,湖南,食品,主板,20180326,20250307,5.24,0.5597,1.447,1.07,12.1303,15.7319,1.1299,1.3729,1.4334,3.8597,3.8597,164071.165,163671.0398,63308.8779,859732.9046,857636.2486
600933.SH,600933,爱柯迪,浙江,汽车配件,主板,20171117,20250307,19.73,2.1384,4.3286,0.89,21.2735,18.3733,2.4272,3.2618,2.9015,1.4587,1.4587,98485.6896,97736.8896,48284.5094,1943122.6558,1928348.8318
600935.SH,600935,华塑股份,安徽,化工原料,主板,20211126,20250307,2.31,0.4052,1.3406,0.93,268.5315,,1.3231,1.4564,1.5081,0.1299,0.1299,350740.1812,350740.1812,106026.9273,810209.8186,810209.8186
600936.SH,600936,广西广电,广西,影视音像,主板,20160815,20250307,3.42,1.4978,2.2812,1.36,,,6.1674,4.0707,4.5917,0.0,,167102.6239,167102.6239,109713.4757,571490.9737,571490.9737
600939.SH,600939,重庆建工,重庆,建筑工程,主板,20170221,20250307,2.77,0.5397,1.9336,0.8,140.1279,,0.6669,0.1179,0.1621,0.361,0.361,190179.8979,190179.8979,53078.4666,526798.3172,526798.3172
600955.SH,600955,维远股份,山东,化工原料,主板,20210915,20250307,14.36,0.3546,0.7423,0.78,80.0889,79.8978,0.9152,1.1203,0.8459,0.383,0.383,55000.0,55000.0,26276.3,789800.0,789800.0
